type,zone,from_station_name,to_station_name,departure,arrival,duration,number_of_halts,distance,speed,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,name
Exp,NER,Rajgir,Varanasi Junction,23:30,08:40,9.166666667,15.0,410.0,44.7,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Budhpurnima Express
SF,SER,Bilaspur Junction,Nagpur Junction,16:15,23:00,6.75,9.0,411.0,60.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Bilaspur-Nagpur InterCity
SF,SER,Nagpur Junction,Bilaspur Junction,06:30,13:30,7,13.0,411.0,58.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Nagpur-Bilaspur InterCity
JShtb,ER,Patna Junction,Ranchi Junction,06:15,13:55,7.666666667,6.0,411.0,53.6,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Patna-Ranchi Jan Shatabdi Express
JShtb,ER,Ranchi Junction,Patna Junction,14:25,22:15,7.833333333,6.0,411.0,52.5,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Ranchi Patna Jan Shatabdi Express
Mail,NR,Old Delhi,Hoshiarpur,20:20,06:25,10.08333333,17.0,411.0,40.8,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Jammu Mail
Mail,NR,Hoshiarpur,Old Delhi,19:10,05:45,10.58333333,16.0,411.0,38.8,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Jammu Mail
Exp,SECR,Nagpur Junction,Bilaspur Junction,23:35,07:15,7.666666667,16.0,412.0,53.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Nagpur Bilaspur Express
Exp,NFR,Lumding Junction,Agartala,20:55,13:15,16.33333333,12.0,412.0,25.2,SMTWTFS,T,T,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Lumding Agartala Express
Exp,NFR,Agartala,Lumding Junction,14:10,08:30,18.33333333,15.0,412.0,22.5,SMTWTFS,T,T,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Agartala Lumding Express
JShtb,SR,Kozhikode Main,Trivandrum Central,06:15,13:45,7.5,8.0,413.0,55.1,-MT-TFS,F,T,T,F,T,T,T,2S CC,F,F,F,F,F,T,T,Kozhikode - Trivandrum Jan Shatabdi
JShtb,SR,Trivandrum Central,Kozhikode Main,14:20,22:05,7.75,8.0,413.0,53.3,SM-WTF-,T,T,F,T,T,T,F,2S CC,F,F,F,F,F,T,T,Trivandrum-Kozhikode Jan Shatabdi
JShtb,SECR,Gondia Junction,Raigarh,15:00,22:00,7,12.0,414.0,59.1,SMTWTF-,T,T,T,T,T,T,F,2S CC,F,F,F,F,F,T,T,Gondia-Raigarh Jan Shatabdi
JShtb,SECR,Raigarh,Gondia Junction,06:25,13:25,7,12.0,414.0,59.1,-MTWTFS,F,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Raigarh-Gondia Jan Shatabdi
Exp,SER,Hatia,Patna Junction,06:10,15:40,9.5,17.0,415.0,43.7,SMTWTFS,T,T,T,T,T,T,T,CC,F,F,F,F,F,T,F,Hatia-Patna Super Express
Exp,SER,Patna Junction,Hatia,11:40,20:55,9.25,17.0,418.0,45.2,SMTWTFS,T,T,T,T,T,T,T,CC,F,F,F,F,F,T,F,Patna-Hatia Super Express
Pass,?,Bandikui Junction,Bareilly,14:50,05:45,14.91666667,29.0,418.0,28.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bandikui Bareilly Passenger
Exp,SER,Rourkela,Bhubaneswar,05:30,13:00,7.5,9.0,419.0,55.9,SMTWTFS,T,T,T,T,T,T,T,2S CC 3A,F,F,T,F,F,T,T,Rourkela-Bhubaneswar InterCity
Exp,SER,Bhubaneswar,Rourkela,13:35,21:30,7.916666667,9.0,419.0,52.9,SMTWTFS,T,T,T,T,T,T,T,2S CC 3A,F,F,T,F,F,T,T,Bhubaneswar-Rourkela InterCity
Exp,SER,Rajendra Nagar Bihar,Hatia,21:20,08:45,11.41666667,24.0,421.0,36.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Patna Rajendra Nagar-Hatia Express
Exp,NER,Kasganj Mg,Aishbagh,05:00,16:40,11.66666667,19.0,421.0,36.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rohilkhand Express
Exp,SER,Hatia,Rajendra Nagar Bihar,19:05,06:55,11.83333333,21.0,421.0,35.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Hatia-Rajendranagar Express
Exp,NER,Aishbagh,Kasganj Mg,07:10,19:40,12.5,19.0,421.0,33.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rohilkhand Express
Pass,KR,Mumbai Dadar Central,Ratnagiri,15:35,23:50,8.25,33.0,422.0,51.2,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Dadar Ratnagiri Passenger
Exp,SCR,Manmad Junction,Dharmabad,15:00,23:50,8.833333333,20.0,422.0,47.8,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Manmad-Dharmabad Composite Express
Pass,KR,Ratnagiri,Mumbai Dadar Central,05:30,14:20,8.833333333,33.0,422.0,47.8,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Ratnagiri Dadar Passenger
Exp,SCR,Dharmabad,Manmad Junction,04:00,13:10,9.166666667,20.0,422.0,46.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Dharmabad-Manmad Composit Express
Shtb,ER,Kolkata Howrah Junction,Ranchi Junction,06:05,13:10,7.083333333,7.0,423.0,59.7,-MTWTFS,F,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,Howrah-Ranchi Shatabdi Express
Shtb,ER,Ranchi Junction,Kolkata Howrah Junction,13:45,21:10,7.416666667,7.0,423.0,57.0,-MTWTFS,F,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,Ranchi-Howrah Shatabdi Express
Exp,SER,Ranchi Junction,Kolkata Howrah Junction,05:45,13:40,7.916666667,7.0,423.0,53.4,SMT----,T,T,T,F,F,F,F,2S CC,F,F,F,F,F,T,T,Ranchi-Howrah InterCity Express
Exp,SER,Kolkata Howrah Junction,Ranchi Junction,14:15,22:15,8,7.0,423.0,52.9,SMT----,T,T,T,F,F,F,F,2S CC,F,F,F,F,F,T,T,Howrah-Ranchi InterCity Express
Exp,SER,Kolkata Howrah Junction,Hatia,22:20,07:35,9.25,4.0,423.0,45.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Howrah-Hatia Express
Exp,SER,Hatia,Kolkata Howrah Junction,21:10,06:35,9.416666667,4.0,423.0,44.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Hatia-Howrah Express
Pass,NWR,Fazilka,Rewari,08:30,21:10,12.66666667,29.0,423.0,33.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Fazilka Rewari Passenger
Pass,WR,Mumbai Central,Nandurbar,22:40,12:45,14.08333333,50.0,423.0,30.0,S-TWTFS,T,F,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Ahmedabad Passenger Slip
Pass,WR,Nandurbar,Mumbai Central,14:32,04:45,14.21666667,51.0,423.0,29.8,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Bhusaval Surat Mumbai Passenger
SF,NR,Old Delhi,Shri Ganganagar,13:10,20:40,7.5,12.0,424.0,56.5,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Delhi Sriganganagar InterCity
SF,NR,Shri Ganganagar,Old Delhi,05:55,13:40,7.75,12.0,424.0,54.7,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Sriganganagar Delhi InterCity Express
Exp,SR,Chennai Egmore,Kumbakonam,22:30,07:40,9.166666667,17.0,425.0,46.4,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A 1A,T,T,T,T,T,F,F,Rock Fort Express
Exp,SR,Kumbakonam,Chennai Egmore,19:55,05:15,9.333333333,18.0,425.0,45.5,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A 1A,T,T,T,T,T,F,F,Rock Fort (Malai Kottai) Express
Pass,NWR,Shri Ganganagar,Rewari,01:30,12:30,11,29.0,427.0,38.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Shri Ganganagar Rewari
Pass,NWR,Rewari,Shri Ganganagar,13:40,00:50,11.16666667,21.0,427.0,38.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rewari Shri Ganganagar
Pass,CR,Pandharpur,Mumbai CST,17:55,04:10,10.25,25.0,429.0,41.9,S----FS,T,F,F,F,F,T,T,SL,F,F,F,F,T,F,F,Pandharpur-Mumbai Fast Passenger
Pass,CR,Mumbai CST,Pandharpur,22:55,09:40,10.75,22.0,429.0,39.9,----TFS,F,F,F,F,T,T,T,SL,F,F,F,F,T,F,F,MumbaiCST-Pandharpur Fast Passenger
Pass,WR,Bina Junction,Nagda Junction,04:00,15:00,11,40.0,429.0,39.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bina Nagda Passenger
Pass,WR,Nagda Junction,Bina Junction,11:35,23:25,11.83333333,32.0,429.0,36.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Nagda Bina Passenger
Pass,NR,Prayag,Bareilly,01:55,14:55,13,57.0,429.0,33.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Allahabad Passenger
Pass,WR,Viramgam Junction,Okha,11:35,00:35,13,45.0,429.0,33.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Viramgam Okha Fast Passenger
Pass,WR,Okha,Viramgam Junction,03:00,16:35,13.58333333,45.0,429.0,31.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Okha Viramgam Fast Passenger
Exp,WR,Ahmedabad Junction,Veraval,10:30,19:30,9,14.0,430.0,47.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Ahmedabad Somnath Intercity Express
JShtb,SR,Chennai Central,Vijayawada Junction,07:00,13:35,6.583333333,7.0,431.0,65.5,SM-WTFS,T,T,F,T,T,T,T,2S CC,F,F,F,F,F,T,T,Chennai Vijayawada Jan Shatabdi Express
JShtb,SR,Vijayawada Junction,Chennai Central,14:35,21:10,6.583333333,7.0,431.0,65.5,SM-WTFS,T,T,F,T,T,T,T,2S CC,F,F,F,F,F,T,T,Vijayawada Chennai Jan Shatabdi
SF,SCR,Vijayawada Junction,Chennai Central,06:00,13:00,7,10.0,431.0,61.6,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Pinakini Express
SF,SCR,Chennai Central,Vijayawada Junction,14:05,21:10,7.083333333,10.0,431.0,60.8,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Pinakini Express
Exp,SCR,Secunderabad Junction,Machilipatnam,22:45,07:15,8.5,17.0,431.0,50.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Secunderabad Machilipatnam Express
Exp,SCR,Machilipatnam,Secunderabad Junction,19:45,04:45,9,17.0,431.0,47.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Machilipatnam Secunderabad Express
Pass,NR,Bareilly,Prayag,09:30,23:50,14.33333333,53.0,431.0,30.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bareilly Allahabad Passenger
Pass,WR,Akola Junction,Ratlam Junction,13:00,04:25,15.41666667,30.0,431.0,28.0,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Akola Ratlam Fast Pass
Pass,WR,Akola Junction,Ratlam Junction,06:00,21:30,15.5,32.0,431.0,27.8,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Akola Ratlam Fast Passenger
Pass,WR,Ratlam Junction,Akola Junction,06:00,22:30,16.5,34.0,431.0,26.1,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Ratlam Akola Passenger
Pass,WR,Ratlam Junction,Akola Junction,22:30,16:00,17.5,29.0,431.0,24.6,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Ratlam Akola Passenger
Exp,WR,Ahmedabad Junction,Veraval,22:00,06:20,8.333333333,14.0,432.0,51.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Ahmedabad-Veraval Somnath Express
Exp,WR,Veraval,Ahmedabad Junction,19:40,04:00,8.333333333,14.0,432.0,51.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Veraval-Ahmedabad Somnath Express
Exp,WCR,Kota Junction,Indore Junction BG,06:30,14:20,7.833333333,7.0,433.0,55.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kota-Indore Intercity Express
Exp,WCR,Indore Junction BG,Kota Junction,14:50,23:25,8.583333333,7.0,433.0,50.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Indore-Kota InterCity Express
Exp,WCR,Ambikapur,Jabalpur Junction,06:05,14:55,8.833333333,10.0,433.0,49.0,-M-W-F-,F,T,F,T,F,T,F,2S SL,F,F,F,F,T,F,T,Ambikapur Jabalpur Express
Exp,WCR,Jabalpur Junction,Ambikapur,14:15,23:10,8.916666667,10.0,433.0,48.6,S-T-T--,T,F,T,F,T,F,F,2S,F,F,F,F,F,F,T,Ambikapur Express
Exp,NR,Shri Ganganagar,Kalka,20:50,05:50,9,15.0,433.0,48.1,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Udyan Abha Toofan Express Slip
Exp,NR,Kalka,Shri Ganganagar,21:45,07:10,9.416666667,15.0,433.0,46.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Kalka - Sriganganar Express (Slip)
Pass,NWR,Rewari,Fazilka,04:40,16:00,11.33333333,35.0,433.0,38.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rewari Fazilka Passenger
Pass,CR,Itarsi Junction,Satna,04:00,12:40,8.666666667,35.0,434.0,50.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Itarsi Satna Passenger
Pass,CR,Satna,Itarsi Junction,13:30,23:15,9.75,34.0,434.0,44.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Satna Itarsi Passenger
Pass,SCR,Hyderabad Deccan Nampally,Purna Junction,07:55,20:35,12.66666667,40.0,434.0,34.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Purna Passenger
Pass,SCR,Purna Junction,Hyderabad Deccan Nampally,07:20,20:05,12.75,39.0,434.0,34.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Purna Hyderabad Passenger
Exp,WR,Somnath,Ahmedabad Junction,06:30,16:10,9.666666667,15.0,435.0,45.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Somnath Ahmedabad Intercity Express
Pass,ER,Rampur Hat,Gaya Junction,05:40,23:00,17.33333333,28.0,435.0,25.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rampurhat Gaya Passenger
Exp,SR,Nagore,Chennai Egmore,20:05,05:25,9.333333333,15.0,436.0,46.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A 1A,T,T,T,T,T,F,F,Kamban Express
Exp,SR,Chennai Egmore,Nagore,23:15,09:15,10,15.0,436.0,43.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A 1A,T,T,T,T,T,F,F,Kamban Express
Shtb,NCR,New Delhi,Kanpur Central,15:55,20:50,4.916666667,1.0,437.0,88.9,-MTWTFS,F,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,New Delhi-Kanpur Shatabdi Express
Shtb,NCR,Kanpur Central,New Delhi,06:00,11:10,5.166666667,1.0,437.0,84.6,-MTWTFS,F,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,Kanpur Shatabdi
Exp,ER,Balurghat,Kolkata Chitpur,05:35,14:25,8.833333333,8.0,437.0,49.5,--T-T-S,F,F,T,F,T,F,T,2S,F,F,F,F,F,F,T,Tebhaga Express
Pass,SR,Mayiladuturai Junction,Tirunelveli Junction,11:00,22:20,11.33333333,37.0,437.0,38.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Mayiladuturai -Tirunelveli Passenger
Exp,ER,Kolkata Chitpur,Balurghat,12:55,22:05,9.166666667,8.0,438.0,47.8,-M-W-F-,F,T,F,T,F,T,F,2S,F,F,F,F,F,F,T,Tebhaga Express
Pass,CR,Miraj Junction,Parli Vaijnath,20:30,06:00,9.5,33.0,438.0,46.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Miraj-Parli Vaijnath Passenger
Pass,SER,Kolkata Howrah Junction,Chakradharpur,23:05,09:30,10.41666667,43.0,438.0,42.0,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Howrah Chakradharpur Passenger
Pass,CR,Parli Vaijnath,Miraj Junction,07:10,18:20,11.16666667,48.0,438.0,39.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,ParliVaijnath-Miraj Passenger
Pass,SER,Chakradharpur,Kolkata Howrah Junction,17:10,04:20,11.16666667,43.0,438.0,39.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Chakradharpur Howrah Passenger
JShtb,ECoR,Bhubaneswar,Kolkata Howrah Junction,06:20,12:50,6.5,7.0,439.0,67.5,-MTWTFS,F,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Bhubaneswar-Howrah Jan Shatabdi Express
JShtb,ECoR,Kolkata Howrah Junction,Bhubaneswar,13:35,20:20,6.75,7.0,439.0,65.0,-MTWTFS,F,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Howrah-Bhubaneswar Jan Shatabdi Express
Exp,NR,Jalandhar City,New Delhi,04:20,12:50,8.5,19.0,439.0,51.6,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Jalandhar NDLS Express
Exp,NR,New Delhi,Jalandhar City,14:50,23:30,8.666666667,19.0,439.0,50.7,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,New Delhi-Jalandhar Express
SF,NR,New Delhi,Kanpur Central,23:40,05:55,6.25,0.0,440.0,70.4,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Shram Shakti Express
SF,NR,Kanpur Central,New Delhi,23:45,06:20,6.583333333,0.0,440.0,66.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Shram Shakti Express
SF,SR,Coimbatore Main Junction,Bangalore Yesvantpur Junction,06:00,13:20,7.333333333,8.0,440.0,60.0,----T--,F,F,F,F,T,F,F,2S CC,F,F,F,F,F,T,T,Coimbatore-Yesvantpur SF Special
SF,SR,Bangalore Yesvantpur Junction,Coimbatore Main Junction,14:15,21:40,7.416666667,9.0,440.0,59.3,----T--,F,F,F,F,T,F,F,2S CC,F,F,F,F,F,T,T,Yesvantpur-Coimbatore SF Special
Pass,CR,Mumbai CST,Bhusaval Junction,05:20,17:50,12.5,46.0,442.0,35.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Mumbai Bhusaval Passenger
Pass,CR,Bhusaval Junction,Mumbai CST,07:05,20:15,13.16666667,46.0,442.0,33.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bhusaval Mumbai Passenger
Shtb,NR,New Delhi,Ajmer Junction,06:05,12:40,6.583333333,5.0,443.0,67.3,SMTWTFS,T,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,New Delhi-Ajmer Shatabdi
Shtb,NR,Ajmer Junction,New Delhi,15:50,22:40,6.833333333,5.0,443.0,64.8,SMTWTFS,T,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,Ajmer-New Delhi Shatabdi
Exp,ECoR,Bhubaneswar,Visakhapatnam Junction,06:35,14:35,8,25.0,443.0,55.4,SMTW-FS,T,T,T,T,F,T,T,2S,F,F,F,F,F,F,T,Bhubaneswar-Visakhapatnam Inter City Express
Exp,ECoR,Visakhapatnam Junction,Bhubaneswar,14:55,23:05,8.166666667,25.0,443.0,54.2,SMTW-FS,T,T,T,T,F,T,T,2S,F,F,F,F,F,F,T,Visakhapatnam-Bhubaneswar Inter City Express
Pass,SCR,Nagpur Junction,Kazipet Junction,20:00,09:50,13.83333333,41.0,443.0,32.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Nagpur Kazipet Passenger
Pass,SCR,Kazipet Junction,Nagpur Junction,21:15,11:35,14.33333333,38.0,443.0,30.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kazipet Nagpur Passenger
Pass,SCR,Hyderabad Deccan Nampally,Bijapur,19:50,10:40,14.83333333,43.0,444.0,29.9,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Hyderabad Bijapur Passenger
Exp,NFR,Lumding Junction,Alipur Duar Junction,15:00,00:40,9.666666667,19.0,447.0,46.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lumding Alipurduar Express
Exp,NFR,Alipur Duar Junction,Lumding Junction,04:00,13:45,9.75,10.0,447.0,45.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Alipurduar Lumding Express
Shtb,NR,New Delhi,Amritsar Junction,07:20,13:25,6.083333333,5.0,448.0,73.6,SMTW-FS,T,T,T,T,F,T,T,CC 1A,T,F,F,F,F,T,F,New Delhi-Amritsar Swarna Shatabdi Express
Shtb,NR,New Delhi,Amritsar Junction,16:30,22:35,6.083333333,5.0,448.0,73.6,SMTWTFS,T,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,New Delhi-Amritsar Shatabdi Express
Shtb,NR,New Delhi,Amritsar Junction,07:20,13:25,6.083333333,5.0,448.0,73.6,----T--,F,F,F,F,T,F,F,CC 1A,T,F,F,F,F,T,F,Amritsar Shatabdi Express
Shtb,NR,Amritsar Junction,New Delhi,16:55,23:05,6.166666667,5.0,448.0,72.6,SMTW-FS,T,T,T,T,F,T,T,CC 1A,T,F,F,F,F,T,F,Amritsar-New Delhi Swarna Shatabdi Express
Shtb,NR,Amritsar Junction,New Delhi,16:55,23:05,6.166666667,5.0,448.0,72.6,----T--,F,F,F,F,T,F,F,CC 1A,T,F,F,F,F,T,F,Amritsar Shatabdi Express
Shtb,NR,Amritsar Junction,New Delhi,05:00,11:15,6.25,5.0,448.0,71.7,SMTWTFS,T,T,T,T,T,T,T,CC 1A,T,F,F,F,F,T,F,Amritsar-NewDelhi Shatabdi
SF,NR,New Delhi,Amritsar Junction,06:40,14:15,7.583333333,9.0,448.0,59.1,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Shan-e-Punjab Express
SF,NR,Amritsar Junction,New Delhi,15:10,22:45,7.583333333,10.0,448.0,59.1,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Shan-e-Punjab Express
SF,NR,Amritsar Junction,New Delhi,06:25,14:20,7.916666667,15.0,448.0,56.6,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Amritsar-New Delhi Intercity Express
SF,NR,New Delhi,Amritsar Junction,13:35,21:35,8,13.0,448.0,56.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,NewDelhi-Amritsar SF InterCity
Pass,NR,Jalandhar City,Firozpur Cantt.,17:25,20:20,2.916666667,16.0,450.0,154.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Jalandhar Firozpur Passenger
Exp,CR,Varanasi Junction,Khajuraho,18:05,05:00,10.91666667,25.0,453.0,41.5,-M-W--S,F,T,F,T,F,F,T,SL 3A,F,F,T,F,T,F,F,Bundelkhand Link Express
Exp,CR,Khajuraho,Varanasi Junction,23:20,10:50,11.5,19.0,453.0,39.4,S-T--F-,T,F,T,F,F,T,F,SL 3A,F,F,T,F,T,F,F,Khajuraho-Varanasi Bundelkhand Link Express
Pass,KR,Mangalore Central,Verna,06:20,13:20,7,27.0,454.0,64.9,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Mangalore-Verna Passenger
Pass,SR,Verna,Mangalore Central,13:55,20:55,7,27.0,454.0,64.9,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Verna Mangalore Passenger
Exp,ER,Kolkata Sealdah,Balurghat,22:15,09:40,11.41666667,25.0,454.0,39.8,S-TWTFS,T,F,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Gour Express Slip
Exp,ER,Balurghat,Kolkata Sealdah,17:05,05:20,12.25,26.0,454.0,37.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Gour Express
Pass,NWR,Jodhpur Junction,Ahmedabad Junction,08:45,21:35,12.83333333,57.0,454.0,35.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Jodhpur Ahmedabad Passenger
Pass,NWR,Ahmedabad Junction,Jodhpur Junction,06:15,20:35,14.33333333,57.0,454.0,31.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Ahmedabad Jodhpur Passenger
SF,CR,Mumbai CST,Solapur Junction,22:42,06:57,8.25,12.0,455.0,55.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Siddheshwar Express
SF,CR,Solapur Junction,Mumbai CST,22:45,07:00,8.25,13.0,455.0,55.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Siddheshwar Express
Pass,CR,Sainagar Shirdi,Mumbai CST,16:40,04:10,11.5,28.0,455.0,39.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Sainagar Shirdi-Mumbai Fast Passenger(Via Daund)
Pass,CR,Mumbai CST,Sainagar Shirdi,22:55,10:55,12,25.0,455.0,37.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Mumbai Sainagar Shirdi Fast Pass(Via Daund)
Pass,ER,Kolkata Howrah Junction,Mokameh Junction,22:50,11:10,12.33333333,45.0,455.0,36.9,SMTWTFS,T,T,T,T,T,T,T,2S SL,F,F,F,F,T,F,T,Howrah Mokameh Passenger
Pass,NER,Gonda Junction,Bareilly MG,06:30,19:20,12.83333333,42.0,455.0,35.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Gonda Bareilly Passenger
