type,zone,from_station_name,to_station_name,departure,arrival,duration,number_of_halts,distance,speed,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,name
JShtb,SR,Mayiladuturai Junction,Coimbatore Main Junction,14:45,21:20,6.583333333,7.0,362.0,55.0,SM-WTFS,T,T,F,T,T,T,T,2S CC,F,F,F,F,F,T,T,Mayiladuturai-Coimbatore Jan Shatabdi
JShtb,SR,Coimbatore Main Junction,Mayiladuturai Junction,07:00,13:40,6.666666667,7.0,362.0,54.3,SM-WTFS,T,T,F,T,T,T,T,2S CC,F,F,F,F,F,T,T,Coimbatore-Mayiladuturai Jan Shatabdi
Exp,NER,Aishbagh,Lal Kuan,20:35,06:10,9.583333333,12.0,363.0,37.9,SMTWTFS,T,T,T,T,T,T,T,SL FC 2A,F,T,F,T,T,F,F,Nainital Express
Exp,NER,Lal Kuan,Aishbagh,20:45,06:35,9.833333333,12.0,363.0,36.9,SMTWTFS,T,T,T,T,T,T,T,SL FC 2A,F,T,F,T,T,F,F,Nainital Express
Exp,CR,Manmad Junction,Pune Junction,04:30,12:05,7.583333333,8.0,364.0,48.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Manmad Pune Express(Via Nasik)
Exp,CR,Pune Junction,Manmad Junction,12:50,21:30,8.666666667,8.0,364.0,42.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Pune Manmad Express
Pass,WR,Viramgam Junction,Valsad,07:30,20:45,13.25,62.0,364.0,27.5,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Viramgam Valsad Passenger
Pass,WR,Valsad,Viramgam Junction,06:05,20:10,14.08333333,61.0,364.0,25.8,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Valsad Viramgam Passenger
Pass,SCR,Guntakal Junction,Secunderabad Junction,05:45,15:50,10.08333333,46.0,365.0,36.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Gunatkal Secunderabad Passenger
Exp,?,Rajendra Nagar Bihar,Barkakana Junction,21:20,08:35,11.25,24.0,365.0,32.4,S-TWTFS,T,F,T,T,T,T,T,SL,F,F,F,F,T,F,F,Hatia Express Slip
Exp,SER,Barkakana Junction,Rajendra Nagar Bihar,16:15,06:55,14.66666667,23.0,365.0,24.9,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Barkakana Rajendranagar Slip Express
Pass,SR,Madurai Junction,Kollam Junction,22:50,09:05,10.25,35.0,366.0,35.7,SMTWTFS,T,T,T,T,T,T,T,SL FC,F,F,F,T,T,F,F,Madurai-Kollam Passenger
Pass,SR,Kollam Junction,Madurai Junction,18:10,05:40,11.5,38.0,366.0,31.8,SMTWTFS,T,T,T,T,T,T,T,SL FC,F,F,F,T,T,F,F,Madurai Passenger
Exp,SCR,Balharshah Junction,Secunderabad Junction,02:00,10:45,8.75,32.0,367.0,41.9,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Bhagyanagar Express
Pass,SWR,Raichur,Bijapur,07:00,16:30,9.5,39.0,367.0,38.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Raichur Bijapur Passenger
Exp,SCR,Secunderabad Junction,Balharshah Junction,15:25,01:00,9.583333333,30.0,367.0,38.3,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Bhagyanagar Express
Pass,SWR,Bijapur,Raichur,11:25,21:25,10,38.0,367.0,36.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bijapur Raichur Passenger
Pass,SER,Bokaro Steel City,Kolkata Howrah Junction,23:45,11:45,12,33.0,367.0,30.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC,F,F,T,T,T,F,F,Bokaro Steel City-Howrah Fast Passenger
JShtb,NR,Haridwar Junction,Una Himachal,14:35,22:10,7.583333333,9.0,368.0,48.5,S-T--F-,T,F,T,F,F,T,F,2S,F,F,F,F,F,F,T,Haridwar Chandigarh Una Link Jan Shatabdi Express
JShtb,NR,Una Himachal,Haridwar Junction,05:00,13:55,8.916666667,9.0,368.0,41.3,-M-W--S,F,T,F,T,F,F,T,2S,F,F,F,F,F,F,T,Una Chandigarh Haridwar Link Jan Shatabdi
Pass,NWR,Jaipur Junction,Hisar,18:25,04:10,9.75,36.0,368.0,37.7,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Jaipur Hisar Passenger
Pass,NWR,Hisar,Jaipur Junction,23:30,09:15,9.75,35.0,368.0,37.7,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Hisar-Jaipur Passenger
Pass,NWR,Jaipur Junction,Hisar,05:15,13:40,8.416666667,34.0,369.0,43.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Jaipur Hisar Passenger
Pass,NWR,Hisar,Jaipur Junction,14:10,22:55,8.75,25.0,369.0,42.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hisar - Jaipur Fast Passenger
Pass,NER,Gorakhpur Junction,Sonpur Junction,02:50,15:45,12.91666667,14.0,369.0,28.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Gorakhpur Hajipur Passenger
Pass,NER,Sonpur Junction,Gorakhpur Junction,12:12,02:00,13.8,36.0,369.0,26.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Sonepur Gorakhpur Passenger
SF,SWR,Bangalore Yesvantpur Junction,Chennai Central,22:45,05:15,6.5,5.0,370.0,56.9,-----F-,F,F,F,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Yesvantpur-Chennai Weekly Express
SF,SWR,Chennai Central,Bangalore Yesvantpur Junction,23:30,06:10,6.666666667,5.0,370.0,55.5,------S,F,F,F,F,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Chennai-Yesvantpur Weekly Express
Pass,SCR,Guntakal Junction,Tirupati Main,07:00,17:55,10.91666667,33.0,370.0,33.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Guntakal Tirupati Passenger
Pass,SCR,Tirupati Main,Guntakal Junction,08:00,19:30,11.5,33.0,370.0,32.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Tirupati Guntakal Passenger
Exp,NR,Una Himachal,Old Delhi,20:50,05:30,8.666666667,21.0,371.0,42.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Himachal Express
Exp,NR,Old Delhi,Una Himachal,22:45,07:50,9.083333333,23.0,371.0,40.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Himachal Express
Exp,ER,Asansol Junction,Digha Flag Station,05:40,13:35,7.916666667,9.0,372.0,47.0,S------,T,F,F,F,F,F,F,,F,F,F,F,F,F,F,Asansol Digha Express
Exp,ECR,Patna Junction,Dhanbad Junction,08:40,16:30,7.833333333,14.0,373.0,47.6,-MTWTFS,F,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Patna Dhanbad Express
Exp,SWR,Talguppa,Mysore Junction,14:45,22:40,7.916666667,10.0,373.0,47.1,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Talaguppa Mysore Intercity Express
Exp,SWR,Mysore Junction,Talguppa,06:00,14:15,8.25,10.0,373.0,45.2,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Mysore - Talguppa Intercity Express
Exp,ECR,Dhanbad Junction,Patna Junction,08:30,17:10,8.666666667,14.0,373.0,43.0,-MTWTFS,F,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Dhanbad Patna Express
Pass,SCR,Machilipatnam,Visakhapatnam Junction,21:15,07:00,9.75,32.0,373.0,38.3,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Machilipatnam Visakhapatnam Fast Passenger
Pass,SCR,Visakhapatnam Junction,Machilipatnam,20:10,08:20,12.16666667,33.0,373.0,30.7,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Visakhapatnam Machilipatnam Fast Passenger
JShtb,SCR,Mumbai CST,Aurangabad,13:50,20:35,6.75,5.0,374.0,55.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Mumbai Aurangabad Jan Shatabdi
JShtb,SCR,Aurangabad,Mumbai CST,06:00,12:45,6.75,5.0,374.0,55.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Aurangabad Mumbai Jan Shatabdi
Exp,NWR,Ratlam Junction,Ajmer Junction,06:25,13:55,7.5,16.0,375.0,50.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Ratlam-Ajmer Express
Exp,NWR,Ajmer Junction,Ratlam Junction,13:25,20:55,7.5,16.0,375.0,50.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Ajmer-Ratlam Express
Exp,CR,Mumbai Dadar Central,Dhule,23:45,07:25,7.666666667,15.0,375.0,48.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Dadar Amritsar Express Slip
Pass,CR,Dhule,Mumbai Dadar Central,19:20,04:00,8.666666667,14.0,375.0,43.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Dhule Dadar Passenger Composite
Exp,ER,Kolkata Chitpur,Dhaca Cantt.,07:10,18:00,10.83333333,0.0,375.0,34.6,--T----,F,F,T,F,F,F,F,2S CC 1A,T,F,F,F,F,T,T,Maitree Express IR
Exp,ER,Kolkata Chitpur,Dhaca Cantt.,07:10,18:00,10.83333333,0.0,375.0,34.6,------S,F,F,F,F,F,F,T,2S CC 1A,T,F,F,F,F,T,T,Maitree Express BR
Exp,ER,Dhaca Cantt.,Kolkata Chitpur,07:00,18:45,11.75,2.0,375.0,31.9,S------,T,F,F,F,F,F,F,,F,F,F,F,F,F,F,Maitree Express
Exp,ER,Dhaca Cantt.,Kolkata Chitpur,07:00,18:45,11.75,2.0,375.0,31.9,--T----,F,F,T,F,F,F,F,,F,F,F,F,F,F,F,Maitree Express BR
SF,NCR,Ajmer Junction,Agra Fort,15:10,21:30,6.333333333,11.0,376.0,59.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Ajmer-Agra Fort Express
SF,CR,Agra Fort,Ajmer Junction,05:10,11:45,6.583333333,11.0,376.0,57.1,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Agra Fort - Ajmer Express
JShtb,NFR,Guwahati,Jorhat Town,06:30,13:10,6.666666667,8.0,376.0,56.4,-MTWTFS,F,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Guwahati Jorhat Jan Shatabdi
JShtb,NFR,Jorhat Town,Guwahati,13:55,20:45,6.833333333,8.0,376.0,55.0,-MTWTFS,F,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Jorhat Guwahati Jan Shatabdi
Exp,SR,Palakkad Town,Trivandrum Central,21:45,06:20,8.583333333,16.0,376.0,43.8,SMTWTFS,T,T,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Amrita Express
Exp,SR,Trivandrum Central,Palakkad Town,22:30,08:00,9.5,16.0,376.0,39.6,SMTWTFS,T,T,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Amrita Express
Pass,SWR,Solapur Junction,Dharwar,23:40,09:05,9.416666667,29.0,378.0,40.1,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Solapur - Dharwar Passenger
Pass,?,Dharwar,Solapur Junction,17:40,03:30,9.833333333,29.0,378.0,38.4,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Dharwar Solapur Passenger
Pass,NWR,Sadulpur Junction,Suratgarh Junction,07:05,20:10,13.08333333,11.0,378.0,28.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hanumangarh Suratgarh Passenger
Pass,ECoR,Puri,Gunupur,07:50,20:30,12.66666667,58.0,380.0,30.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Puri Gunupur Passenger
Pass,ECoR,Gunupur,Puri,08:00,21:25,13.41666667,58.0,380.0,28.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Parlakhemundi Puri Passenger
Exp,SECR,Durg Junction,Chirmiri,20:10,08:05,11.91666667,17.0,381.0,32.0,S-TWTFS,T,F,T,T,T,T,T,SL,F,F,F,F,T,F,F,Durg Ambikapur Express Slip
Exp,SECR,Chirmiri,Durg Junction,20:05,09:10,13.08333333,17.0,381.0,29.1,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Chirmiri Durg Express Cum Pass
SF,NWR,Bikaner Junction,Jaipur Junction,06:15,12:55,6.666666667,12.0,382.0,57.3,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Bikaner Jaipur InterCity
SF,NR,Jaipur Junction,Bikaner Junction,15:00,21:40,6.666666667,12.0,382.0,57.3,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Jaipur Bikaner InterCity Express
Pass,SCR,Balharshah Junction,Bhadrachalam Road,11:00,21:15,10.25,41.0,382.0,37.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Balharshah Bhadrachalam Passenger
Pass,SCR,Guntur Junction,Tirupati Main,01:00,11:55,10.91666667,48.0,382.0,35.0,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Guntur Tirupati Passanger
Pass,SCR,Tirupati Main,Guntur Junction,15:15,03:00,11.75,48.0,382.0,32.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Tirupati Guntur Passenger
SF,SCR,Secunderabad Junction,Guntur Junction,07:40,14:25,6.75,11.0,383.0,56.7,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Secunderabad-Guntur SF Intercity
SF,SCR,Guntur Junction,Secunderabad Junction,15:00,21:50,6.833333333,8.0,383.0,56.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Guntur-Secunderabad SF Intercity
Exp,SCR,Guntur Junction,Secunderabad Junction,05:45,13:45,8,22.0,383.0,47.9,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Golconda Express
Exp,SCR,Secunderabad Junction,Guntur Junction,13:05,21:20,8.25,22.0,383.0,46.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Golconda Express
Exp,SCR,Visakhapatnam Junction,Guntur Junction,07:10,15:30,8.333333333,24.0,383.0,46.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Simhadri Express
Exp,SCR,Guntur Junction,Visakhapatnam Junction,08:00,17:50,9.833333333,23.0,383.0,38.9,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Simhadri Express
Pass,NCR,Itarsi Junction,Jhansi Junction,18:15,08:55,14.66666667,40.0,383.0,26.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Itarsi Jhansi Passenger
Pass,NCR,Jhansi Junction,Itarsi Junction,18:10,11:20,17.16666667,40.0,383.0,22.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Jhansi Itarsi Passenger
Pass,NR,Firozpur Cantt.,Old Delhi,11:30,22:50,11.33333333,56.0,385.0,34.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Firozpur Delhi Passenger
Pass,NR,Old Delhi,Firozpur Cantt.,06:30,19:40,13.16666667,58.0,385.0,29.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Delhi Firozpur Passenger
Pass,NR,Farrukhabad,Bareilly,15:45,05:45,14,46.0,389.0,27.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Farrukhabad Bareilly Passenger
Pass,NR,Bareilly,Farrukhabad,20:25,10:50,14.41666667,47.0,389.0,27.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bareilly Farrukhabad Passenger
Pass,NCR,Jhansi Junction,Allahabad Junction,07:10,18:45,11.58333333,37.0,390.0,33.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Jhansi Allahabad Passenger
Pass,NCR,Allahabad Junction,Jhansi Junction,06:20,18:10,11.83333333,38.0,390.0,33.0,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Allahabad Jhansi Passenger
SF,WR,Vadodara Junction,Mumbai Central,22:40,04:55,6.25,4.0,392.0,62.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Vadodara - Mumbai Central Express
SF,WR,Mumbai Central,Vadodara Junction,23:40,06:05,6.416666667,3.0,392.0,61.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Mumbai Central -Vadodara Express
Pass,WCR,Nagpur Junction,Bhusaval Junction,04:50,14:55,10.08333333,42.0,392.0,38.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Nagpur Bhusaval Passenger
Pass,CR,Bhusaval Junction,Nagpur Junction,19:30,08:45,13.25,40.0,392.0,29.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bhusaval Nagpur Passenger
Exp,SR,Trivandrum Central,Nilambur Road,22:30,07:25,8.916666667,19.0,393.0,44.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Trivandrum Nilambur Road Rajya Rani Express
Exp,CR,Chennai Egmore,Mettur Dam,23:00,08:05,9.083333333,15.0,393.0,43.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Chennai Salem Express Slip
Exp,SR,Nilambur Road,Trivandrum Central,20:40,06:20,9.666666667,19.0,393.0,40.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Nilambur Road Trivandrum Rajya Rani Express
Pass,SR,Mettur Dam,Chennai Egmore,19:05,04:50,9.75,2.0,393.0,40.3,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Mettur Dam-Chennai Egmore Passenger
Pass,NWR,Rewari,Degana Junction,12:15,21:10,8.916666667,21.0,394.0,44.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rewari-Degana Passenger
Pass,NWR,Degana Junction,Rewari,05:15,14:30,9.25,22.0,394.0,42.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Degana Rewari Pass
Pass,NWR,Lalgarh Junction,Abohar,09:05,18:25,9.333333333,33.0,394.0,42.2,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Bikaner Abohar Passenger
Exp,SR,Chennai Egmore,Mannargudi,22:00,06:25,8.416666667,9.0,395.0,46.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Mannai Express
Exp,SR,Mannargudi,Chennai Egmore,21:15,05:50,8.583333333,10.0,395.0,46.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Mannai Express
Exp,SR,Erode Junction,Chennai Central,21:00,04:30,7.5,16.0,396.0,52.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Yercaud Express
Exp,SR,Chennai Central,Erode Junction,22:40,06:25,7.75,16.0,396.0,51.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Yercaud Express
SF,SER,Bhubaneswar,Balangir,06:45,13:40,6.916666667,10.0,397.0,57.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Bhubaneswar Balangir Express
SF,SER,Balangir,Bhubaneswar,14:40,21:50,7.166666667,10.0,397.0,55.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Balangir Bhubaneswar Express
JShtb,ER,Kolkata Howrah Junction,Barbil,06:20,13:15,6.916666667,6.0,398.0,57.5,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Barbil Janshatabdi
JShtb,ER,Barbil,Kolkata Howrah Junction,13:45,20:50,7.083333333,7.0,398.0,56.2,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Barbil Howrah Janshatabdi
Pass,SECR,Jabalpur Junction,Nagpur Junction,20:30,15:30,19,50.0,398.0,20.9,SMTWTFS,T,T,T,T,T,T,T,2S SL,F,F,F,F,T,F,T,Jabalpur Nir Nagpur Passenger
Pass,SECR,Nagpur Junction,Jabalpur Junction,12:45,08:15,19.5,46.0,398.0,20.4,SMTWTFS,T,T,T,T,T,T,T,2S SL,F,F,F,F,T,F,T,Nagpur Nainpur Jabalpur Fast Passenger
JShtb,SR,Trivandrum Central,Kozhikode Main,06:00,13:00,7,8.0,399.0,57.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Trivandrum-Kozhikode Jan Shatabdi Express
JShtb,SR,Kozhikode Main,Trivandrum Central,13:40,20:55,7.25,8.0,399.0,55.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Kozhikode-Trivandrum Jan Shatabdi Express
Exp,NWR,Bhatinda Junction,Old Delhi,05:05,12:45,7.666666667,18.0,399.0,52.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Bhatinda Delhi Express
Exp,NWR,Old Delhi,Bhatinda Junction,14:15,22:15,8,18.0,399.0,49.9,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Delhi Bhatinda Intercity Express
Exp,ER,Malda Town,Patna Junction,20:30,05:30,9,15.0,399.0,44.3,S--W-F-,T,F,F,T,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Malda Patna Express
Exp,ER,Patna Junction,Malda Town,21:45,08:20,10.58333333,15.0,399.0,37.7,-M--T-S,F,T,F,F,T,F,T,SL 3A 2A,F,T,T,F,T,F,F,Patna-Malda Express
Pass,WR,Dahod,Bhopal HabibGanj,05:45,16:20,10.58333333,48.0,400.0,37.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dahod Habibganj Fast Pass
Pass,WR,Bhopal HabibGanj,Dahod,11:50,22:50,11,48.0,400.0,36.4,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Habibganj Dahod Fast Pass
Exp,SR,Chennai Egmore,Tiruchirappalli Junction,08:20,16:35,8.25,15.0,401.0,48.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Cholan Express (Day Express)
Exp,SR,Tiruchirappalli Junction,Chennai Egmore,09:20,17:45,8.416666667,15.0,401.0,47.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Cholan Express( Day Express)
Pass,WCR,Rewa,Chirmiri,21:00,09:25,12.41666667,27.0,401.0,32.3,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Rewa Chirmiri Fast Passenger
Pass,SECR,Chirmiri,Rewa,14:45,06:30,15.75,24.0,401.0,25.5,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Chirmiri Rewa Fast Passenger
SF,NR,Delhi Hazrat Nizamuddin,Jhansi Junction,07:10,13:40,6.5,9.0,403.0,62.0,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,H.Nizamuddin-Jhansi Taj Express
SF,NR,Jhansi Junction,Delhi Hazrat Nizamuddin,15:20,22:00,6.666666667,9.0,403.0,60.5,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Jhansi-H.Nizamuddin Taj Express
Exp,NFR,Mariani Junction,Guwahati,03:30,13:45,10.25,17.0,404.0,39.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Mariani-Guwahati Intercity Express
Exp,NFR,Guwahati,Mariani Junction,11:45,22:30,10.75,17.0,404.0,37.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Guwahati Mariani Intercity Express
Exp,NFR,Mariani Junction,Guwahati,18:30,04:35,10.08333333,21.0,405.0,40.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Guwahati InterCity Express
Exp,NFR,Guwahati,Mariani Junction,22:30,09:30,11,21.0,405.0,36.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Jorhat Town InterCity Express
Pass,SER,Puri,Kharagpur Junction,09:40,21:50,12.16666667,64.0,405.0,33.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Puri -- Santragachi Passenger
JShtb,NR,Amritsar Junction,Haridwar Junction,07:00,13:55,6.916666667,8.0,407.0,58.8,SMTW-FS,T,T,T,T,F,T,T,2S CC,F,F,F,F,F,T,T,Amritsar Haridwar Jan Shatabdi
JShtb,NR,Haridwar Junction,Amritsar Junction,14:35,21:55,7.333333333,8.0,407.0,55.5,SMTW-FS,T,T,T,T,F,T,T,2S CC,F,F,F,F,F,T,T,Haridwar Amritsar Jan Shatabdi Express
SF,SR,Kanniyakumari,Rameswaram,22:00,05:20,7.333333333,8.0,407.0,55.5,S-T--F-,T,F,T,F,F,T,F,SL 3A,F,F,T,F,T,F,F,Kanyakumari Rameswaram SF Express
SF,SR,Rameswaram,Kanniyakumari,20:45,04:05,7.333333333,8.0,407.0,55.5,-M--T-S,F,T,F,F,T,F,T,SL 3A,F,F,T,F,T,F,F,Rameswaram Kanyakumari SF Express
Pass,SR,Mangalore Central,Coimbatore Main Junction,07:45,19:35,11.83333333,49.0,408.0,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Coimbatore Fast Passenger
Pass,SR,Coimbatore Main Junction,Mangalore Central,07:40,20:00,12.33333333,49.0,408.0,33.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Coimbatore Mangalore Fast Passenger
Pass,NR,Sitapur City,Old Delhi,14:40,03:40,13,36.0,409.0,31.5,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Sitapur Delhi Passenger
Pass,NR,Old Delhi,Sitapur City,23:40,13:35,13.91666667,40.0,409.0,29.4,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Delhi - Sitapur Cant Passenger
JShtb,NR,Una Himachal,New Delhi,05:00,12:00,7,11.0,410.0,58.6,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,Una-New Delhi Janshatabdi
JShtb,NR,New Delhi,Una Himachal,14:35,22:10,7.583333333,11.0,410.0,54.1,SMTWTFS,T,T,T,T,T,T,T,2S CC,F,F,F,F,F,T,T,New Delhi-Una Janshatabdi
Exp,NER,Varanasi Junction,Rajgir,20:35,05:05,8.5,15.0,410.0,48.2,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Budhpurnima Express
