category,title,kJ,rate
desserts,Tesco Pure Clear Honey 454G,1390,0.37
desserts,Tesco Pure Set Honey 454G,1390,0.37
desserts,Tesco Squeezy Clear Honey 454G,1390,0.55
desserts,Tesco Value Clear Honey 340G,1390,0.29
desserts,Tiptree English Honey 340G,1229,1.46
desserts,Tiptree Manuka Manuka Honey 10+ 340G,1229,3.23
desserts,Tiptree Spanish Citrus Blossom Honey 340G,1229,1.17
desserts,Wilkin And Sons Acacia Honey 340G,1229,1.17
desserts,Meridian Almond Butter 170G,,1.41
desserts,Meridian Cashew Butter 170G,,1.41
desserts,Skippy Crunchy Peanut Butter 340G,2624,0.59
desserts,Skippy Smooth Peanut Butter 340G,2610,0.59
desserts,Sunpat Peanut Butter Crunchy 227G,2551,0.78
desserts,Sunpat Peanut Butter Smooth 227G,2546,0.78
desserts,Tesco 25% Less Fat Peanut Butter 340G,2290,0.29
desserts,Tesco Value Crunchy Peanut Butter 340G,2510,0.2
desserts,Tesco Wholenut Peanut Butter 340G,2575,0.29
desserts,Whole Earth No Added Sugar Crunchy Peanut Butter 454G,2645,0.57
desserts,Whole Earth Organic Crunchy Peanut Butter340g,2452,0.64
desserts,Whole Earth Organic Smooth Peanut Butter340g,2466,0.64
desserts,Whole Earth Smooth Peanut Butter 454G,2466,0.57
desserts,Cadburys Smooth Chocolate Spread 400G,,0.45
desserts,Hartleys Lemon Curd 340G,1235,0.23
desserts,Princes Beef And Pickle Filler 75G,757,1.47
desserts,Princes Beef Paste 75G,734,0.88
desserts,Princes Chicken And Ham Paste 75G,701,0.88
desserts,Princes Chicken And Herb Sandwich Filler 75G,539,1.47
desserts,Princes Chicken And Stuffing Paste 75G,823,0.88
desserts,Princes Corned Beef And Onion Paste 75G,784,0.88
desserts,Princes Salmon Paste 75G,764,0.88
desserts,Princes Salmon Sandwich Filler 75G,919,1.47
desserts,Princes Sardine And Tomato Filler 75G,651,1.47
desserts,Princes Sardine And Tomato Paste 75G,680,0.88
desserts,Shippams Gourmet Chicken And Stliton 75G,824,1.47
desserts,Shippams Gourmet Coronation Chicken 75G,634,1.47
desserts,Shippams Gourmet Smoked Salmon And Cream Cheese 75G,812,1.47
desserts,Shippams Gourmet Tuna Lemon And Black Pepper 75G,504,1.47
desserts,Shippams Salmon Spread 75G,808,0.99
desserts,Tesco Chicken And Ham Paste 75G,875,0.57
desserts,Tesco Chicken Paste 75G,830,0.57
desserts,Tesco Chocolate Spread 400G,2400,0.32
desserts,Tesco Crab Paste 75G,575,0.57
desserts,Tesco Ham And Beef Paste 75G,1000,0.57
desserts,Tesco Lemon Curd 411G,1235,0.13
desserts,Tesco Salmon And Shrimp Paste 75G,750,0.57
desserts,Tesco Sardine And Tomato Paste 75G,610,0.57
desserts,Tesco Standard Duo Chocolate Spread 750G,2365,0.24
desserts,Tesco Tuna/Mayonnaise Paste 75G,875,0.57
desserts,Tesco Value Chicken Paste 75G,900,0.43
desserts,Tesco Value Chocolate & Hazelnut Spread 600G,2410,0.14
desserts,Tesco Value Chocolate Spread 600G,2325,0.14
desserts,Tesco Value Ham And Beef Paste 75G,1105,0.43
desserts,Tesco Value Lemon Curd 411G,1475,0.05
desserts,Tesco Value Salmon Paste 75G,720,0.43
desserts,Tesco Yeast Extract 240G,985,0.79
desserts,Wilkin And Sons Lemon Curd 312G,1401,0.7
desserts,Hartleys Frujies Mandarins In Orange Jelly 125G,253,0.32
desserts,Hartleys Frujies Peach In Strawberry Jelly 125G,236,0.32
desserts,Askeys Caramel Crackin Dessert Sauce 225G,2584,0.56
desserts,Askeys Treat Dessert Sauce Limited Edition 325G,1292,0.34
desserts,Silverspoon Treat Raspberry Sauce 325G,1360,0.34
desserts,Tesco Chocolate Sponge Pudding 300G,1165,0.31
desserts,Tesco Instant Custard Mix 76G,1750,0.33
desserts,Tesco Light Choices Ready To Serve Custard 425G Carton,378,0.09
desserts,Tesco Low Fat Ready To Serve Custard 1Kg,373,0.1
desserts,Tesco Ready To Serve Custard 425G,385,0.1
desserts,Tesco Ready To Serve Custard 425G Carton,435,0.09
desserts,Tesco Sticky Toffee Sponge Pudding 300G,1330,0.25
desserts,Tesco Value Instant Custard Powder 70G,280,0.09
desserts,Tesco Value Ready To Serve Custard 396G,310,0.06
desserts,Ambrosia Custard And Rhubarb Crumble 125G,615,0.42
desserts,Ambrosia Devon Custard And Apple Crumble 125G,630,0.43
desserts,Ambrosia Devon Custard And Peach Crumble 125G,623,0.42
desserts,Ambrosia Raspberry Jelly And Custard 150G,364,0.35
desserts,Ambrosia Strawberry Jelly And Custard 150G,364,0.36
desserts,Dole Fruit Bowl Mandarins In Juice 4X113g,276,0.49
desserts,Dole Fruit Bowl Pineapple In Juice 4X113g,230,0.49
desserts,Dole Fruit Gel Bowls Mandarins In Orange 4X123g,331,0.45
desserts,Dole Peaches In Strawberry Jelly 4X123g,326,0.45
desserts,Dole Pineapple In Pineapple Jelly 123G,,0.37
desserts,Hartley Ready To Eat Longsleeve Raspberry Jelly 115G,34,0.38
desserts,Hartley's Ready To Eat Reduced Sugar Jelly C/Berry&Rasp175g,20,0.33
desserts,Hartleys Longsleeve Ready To Eat Jelly Strawberry 115G,15,0.35
desserts,Hartleys Ready To Eat Jelly Blackcurrant 125G,340,0.32
desserts,Hartleys Ready To Eat Jelly Orange 125G,340,0.32
desserts,Hartleys Ready To Eat Jelly Raspberry 125G,340,0.32
desserts,Hartleys Ready To Eat Jelly Strawberry 125G,340,0.32
desserts,Natures Finest Mandarin And Pine- Apple Juice 220G,211,0.4
desserts,Oak Lane Mango Jelly And Peach Pieces 4X130g,310,0.21
desserts,Oak Lane Pineapple Jelly And Pineapple Pieces 4X130g,230,0.21
desserts,Oak Lane Strawberry Jelly Peaches 4X130g,205,0.19
desserts,Rwntree/Hartleys Longsleeve Ready To Eat Jelly Orange 115G,14,0.35
desserts,Tesco Apple And Banana Fruit Slurpers 4X90g,315,0.44
desserts,Tesco Apple And Blackcurrant Slurpers 4 X 90G,225,0.44
desserts,Tesco Apple And Strawberry Fruit Slurpers 4X90g,315,0.44
desserts,Tesco Apple Fruit Slurpers 4X90g,315,0.44
desserts,Tesco Blackcurrant Jelly 120G,280,0.3
desserts,Tesco Breakfast Prunes In Juice 4 X 120G,355,0.79
desserts,Tesco Fruit Pot Peach And Pear In Juice 120G,230,0.53
desserts,Tesco Fruit Pot Peach And Pineapple In Juice 120G,235,0.41
desserts,Tesco Grapefruit Segment Fruit Jce4x120g,134,0.79
desserts,Tesco Mandarin In Fruit Juice 120G,143,0.41
desserts,Tesco Mandarin Jelly With Manderine Segments 120G,315,0.38
desserts,Tesco Orange Jelly 120G,265,0.4
desserts,Tesco Pineapple Pieces In Fruit Juice 120G,280,0.41
desserts,Tesco Pineapple Pieces In P/Appl Jelly 120G,280,0.38
desserts,Tesco Ready To Eat Custard 4X150g,415,0.23
desserts,Tesco Ready To Eat Low Fat Custard 4X150g,375,0.23
desserts,Tesco Ready To Eat Low Fat Pot Custard 150G,375,0.23
desserts,Tesco Ready To Eat Pot Custard 150G,415,0.23
desserts,Tesco Strawberry Jelly 120G,265,0.3
desserts,Tesco Strawberry Jelly With Peach Pieces 120G,300,0.3
desserts,Tesco Value Ready To Eat Orange Jelly 120G,345,0.26
desserts,Greens Quick Jel Red 70G,516.6,0.77
cake,Tesco Top Iced Fruit Cake 454G,1445,0.43
cake,T Rocky Road Chocolate Clusters 225G,1845,1.11
cake,Tesco Mini All Butter Flapjack Squares 295G,1855,1
cake,Tesco Mini Chocolate Roll Bites 290G,1825,1.02
cake,Tesco Mini Crispy Chocolate Clusters 175G,1980,1.69
fruit,Del Monte Naked Pineapple 600G,,0.42
fruit,Juicy Mango Chunks,247,0.67
fruit,Mouthwatering Melon 200G,116,0.52
fruit,T.Berry Medley 250G,195,0.8
fruit,T.Fruity Fingers,167,0.67
fruit,T.Melon And Grapes Duo 400G,140,0.5
fruit,T.Pomegranate Solo 100G,143,1.5
fruit,Tesco Apple And Grapes Snack Pack 80G,220,0.63
fruit,Tesco Fresh Classic Fruit Collection 300G,172,0.67
fruit,Tesco Fresh Watermelon 400G,137,0.5
fruit,Tesco Honeydew Half Each,126,0.2
fruit,Tesco Juicy Fruit Twist 350G,177,0.57
fruit,Tesco Juicy Fruity Twist 170G,177,0.74
fruit,Tesco Juicy Mango Snack Pack 100G,260,1
fruit,Tesco Melon And Grapes Duo Pack,140,0.69
fruit,Tesco Mouthwatering Melon 400G,113,0.5
fruit,Tesco Red Fruit Delight Fos Pack,215,0.69
fruit,Tesco Tutti Frutti Collection 200G,186,0.63
fruit,Tutti Frutti Collection 300G,183,0.67
fruit,Watermelon Fans 400G,140,0.5
dairy,Lurpak Sea Salt Butter 200G,3001,0.8
dairy,Kerrygold Honey Spread 250G,1915,0.72
dairy,Kerrygold Softer Butter 500G,2970,0.52
dairy,Lurpak Unsalted Lighter Spreadable 500G,2250,0.54
dairy,Tesco Butterpak Lighter 500G,2090,0.4
dairy,Tesco Organic Unsalted Butter 250G,3035,0.56
dairy,Lurpak Garlic Butter 125G,2860,0.91
dairy,Tesco Finest Jersey Butter 250G,3115,0.48
dairy,Clover Lighter 1 Kilograms,1874,0.3
dairy,Flora Proactiv Tub Buttery 500G,2230,0.76
dairy,Tesco Fresh Whipped Cream 200G,1495,0.5
dairy,Tesco Finest* Clotted Cream 227G,2445,0.77
dairy,Yeo Valley Organic Extra Thick Cream 225G,1210,0.39
dairy,Yeo Valley Organic Healthy 200G Creme Fraiche,691,0.31
dairy,Cadbury Flake Twinpot 90G,995,0.87
dairy,Cadbury Fudge Twinpot 90G,1015,0.87
dairy,Cadbury Limited Edition Twinpot 90G,1045,0.87
dairy,Cadbury Milk Buttons Twinpot 90G,1025,0.87
dairy,Cadbury Milk Chunks Twinpot 90G,1035,0.87
dairy,Cadbury Twinpot 90G,965,0.87
dairy,Danone Shape Delights Caramel 4X110g,419,0.36
dairy,Danone Shape Delights Chocolate 4X110g,418,0.36
dairy,Danone Shape Delights White Chocolate 4X110g,419,0.36
dairy,Tesco Finest* Millionaire Dessert 210G,1450,1.43
dairy,Tesco Finest* Pot Au Chocolate 2X100g,1745,1.5
dairy,Tesco Finest* Secret Berry Cheesecake 258G,1105,1.16
dairy,Delice Chocolate Dessert 6X100g,570,0.22
dairy,Delice Strawberry Dessert 6X100g,504,0.22
dairy,Tesco 2 Italian Lemoncello 2X90g,1070,0.72
dairy,Tesco Amaretto Biscotti Dessert 140G,1315,0.92
dairy,Tesco Cappuccino Desserts 2P 160G,1105,0.81
dairy,Tesco Caramel Panna Cotta 2X120g,970,0.54
dairy,Tesco Creme Brulee 2X100g,1325,0.98
dairy,Tesco Creme Caramel 4X100g,460,0.16
dairy,Tesco Finest Tiramisu 2X99g,1385,1.52
dairy,Tesco Italian Tiramisu 2X100g,1090,0.64
dairy,Tesco Profiteroles Dessert 2X80g,1160,0.81
dairy,Tesco Value Creme Caramel 4X100g,455,0.11
dairy,Cadbury Chocolate Mousse 4X55g,795,0.54
dairy,Cadbury Light Chocolate Mousse 4X55g,495,0.54
dairy,Light Choices Chocolate Mousse 6X62.5G,490,0.2
dairy,T Blueberry And Blackcurrant Jelly 175G,315,0.57
dairy,T Mandarin Jelly 4 X 140G,405,0.32
dairy,T Raspberry Jelly 4 X 140G,415,0.32
dairy,T Tropical Jelly 4 X 140G,390,0.32
dairy,Tesco 6 Pack Lemon Mousse 375G,765,0.2
dairy,Tesco Chocolate Mousse 6X62.5G,750,0.2
dairy,Tesco Finest Elderflower And R/Berryjelly140g,305,1.07
dairy,Tesco Finest Jelly Champagne And Strawberry 130G,179,1.15
dairy,Tesco Gooseberry Fool 114G,820,0.43
dairy,Tesco Lemon Fool 114G,780,0.43
dairy,Tesco Orange Juice Jelly 175G,320,0.57
dairy,Tesco Strawberry Fool 114G,670,0.43
dairy,Tesco Strawberry Mousse 6X62.5G,685,0.2
dairy,Tesco Toffee Mousse 6Pk 375G,690,0.23
dairy,Tesco Value Chocolate Mousse 4X62.5G,530,0.11
dairy,Muller Rice Apple 190G,456,0.32
dairy,Muller Rice Limited Edition Single Pot 190G,462,0.32
dairy,Muller Rice Original 190G,435,0.32
dairy,Muller Rice Raspberry 190G,449,0.32
dairy,Muller Rice Strawberry 190G,452,0.32
dairy,Muller Rice Vanilla Custard 190G,470,0.32
dairy,Tesco Apple Rice Twin Pot 190G,520,0.31
dairy,Tesco Golden Syrup Rice Twin Pot 190G,660,0.31
dairy,Tesco Strawberry Rice Twin Pot 190G,510,0.31
dairy,Cadbury Light Trifle 2 Pack,585,0.55
dairy,Cadbury Twinpack Trifle 2X90g,1065,0.55
dairy,Rachel's Organic Divine Rice 2X150g,544,0.43
dairy,Tesco 2 Finest Cassis Desserts 258G,915,1.16
dairy,Tesco 2 Finest Key Lime Pies 230G,1320,1.3
dairy,Tesco Banoffee Pot Dessert 140G,1240,0.71
dairy,Tesco Black Forest Trifles 3X150g,585,0.42
dairy,Tesco Carrot Cake Pot Dessert 140G,1220,0.71
dairy,Tesco Chocolate And Caramel Waffle Dessert 140G,1355,0.71
dairy,Tesco Cookies And Cream Pot Dessert 140G,1345,0.71
dairy,Tesco Finest Chocolate Brownie Sundae 215G,1240,0.93
dairy,Tesco Finest Sherry Trifle 180G,795,0.66
dairy,Tesco Finest Toffee Sundae 215G,1130,0.93
dairy,Tesco Fruit Cocktail Trifle 3X150g,535,0.37
dairy,Tesco Key Lime Pie Dessert 140G,1350,0.71
dairy,Tesco Lemon Cheesecake 3X100g,1265,0.47
dairy,Tesco Lemon Curd Cheesecake 140G,1415,0.71
dairy,Tesco Raspberry Ripple Sundae 125G,1155,0.8
dairy,Tesco Raspberry Trifle 3X150g,520,0.22
dairy,Tesco Rhubarb And Crumble Pot Dessert 140G,940,0.71
dairy,Tesco Strawberry Cheesecake 120G,1385,0.83
dairy,Tesco Strawberry Cheesecake 3X100g,1040,0.4
dairy,Tesco Swirly Chocolate Cheescake 120G,1455,0.83
dairy,Tesco Swirly Chocolate Sundae 136G,1045,0.74
dairy,Tesco Swirly Toffee Sundae 136G,1190,0.74
dairy,Tesco Value Strawberry Trifle 113G,640,0.29
dairy,Weight Watchers Chocolate Cheesecake 2X100g,766,1
dairy,Weight Watchers Raspberry Cheesecake 2X100g,899,1
dairy,Tesco Finest Belgian Chocolate Mousse 100G,1240,0.79
dairy,Tesco Finest Butterscotch Mousse 100G,1185,0.79
dairy,Tesco Finest Sicilian Lemon Mousse 100G,890,0.79
dairy,Tesco Finest Strawberry Mousse 100G,805,0.79
dairy,Yop Drinking Yogurt Raspberry 500G,326,0.2
dairy,Yop Drinking Yogurt Strawberry 500G,326,0.2
dairy,Yop Drinking Yogurt Vanilla 500G,331,0.2
dairy,Yop Limited Edition 500G,326,0.19
dairy,Cathedral City Extra Mature Cheddar 80G,1725,1.24
dairy,Cathedral City Lighter Cheddar 80G,1295,1.24
dairy,Cathedral City Vintage Cheddar 350G,1725,1.28
dairy,Cathedral City Vintage Cheddar 80G,1725,1.24
dairy,Davidstow Exmatr Cornish Crackler Cheddar 200G,1724,1.23
dairy,Davidstow Exmatr Cornish Crackler Cheddar 345G,1725,0.87
dairy,Davidstow Mature Cornish Classic Cheddar 200G,1725,1.18
dairy,Davidstow Mature Cornish Classic Cheddar 395G,1725,0.76
dairy,Pilgrims Choice Xtreme Cheddar 350G,1700,1.14
dairy,Tesco Taw Valley Extra Mature Cheddar White 400G,1620,0.89
dairy,Tesco Taw Valley Extra Mature Chedwhite 250G,1620,0.98
dairy,Tesco Taw Valley Mature Cheddar White 250G,1620,0.9
dairy,Tesco Taw Valley Mature Cheddar White 400G,1620,0.84
dairy,Tickler White Extra Mature Cheddar380g,1700,1.05
dairy,Applewood Sticks 100G,1702,1
dairy,Cheesestring Attack A Snack Chicken Wrap100g,975,1.33
dairy,T Extra Light Soft Cheese 250G,475,0.37
dairy,T Garlic And Herb Extra Light Soft Cheese 250G,480,0.37
dairy,T Onion And Chive Extra Light Soft Cheese 250G,460,0.37
dairy,Tesco Cottage Cheese Pineapple Passion Fruit 150G,405,0.53
dairy,Tesco Full Fat Soft Cheese 250G Tub,995,0.37
dairy,Tesco Light And Smooth Soft Cheese 250G Tub,675,0.37
dairy,Tesco Light Choice Low Fat Cottage Cheese Onion Chive 300G,300,0.35
dairy,Tesco Light Choices Low Fat Natural Cot Cheese 300G,300,0.25
dairy,Tesco Light Choices Red Pepper & Pesto Cottage Cheese 150G,305,0.53
dairy,Tesco Organic Soft Cheese 200G,820,0.46
dairy,Tesco Value Natural Cottage Cheese 300G,265,0.19
dairy,Tesco Value Soft Cheese 200G,1000,0.23
dairy,Cathedral City Grated Cheese 350G,1725,0.86
dairy,Dewlay Really Grate Mature Cheddar 200G,,0.75
dairy,Garstang Grated Light Cheese 200G,1270,0.9
dairy,Lake District Mature Grated Cheddar 350G,,1
dairy,Lancashire Chilli Toaster Cheese 180G,1545,0.94
dairy,Lancashire Toaster Cheese 180G,1545,0.94
dairy,Seriously Strong Spreadable Extra Mature250g,,0.8
dairy,Tesco British Mild Grated Cheddar 250G,1715,0.65
dairy,Tesco Extra Mature Grated 500G,1715,0.6
dairy,Boursin Minis 120G,,0.83
dairy,Gallbani Mozzarella Ball 125G,1026,1
dairy,Greco Saganaki Cheese 120G,1136,1.15
dairy,Pr�Sident Rondel� Garlic And Herb125g,1354,0.8
dairy,Tesco Finest Halloumi 225G,1375,1.24
dairy,Tesco Finest* Comte 200G,1720,1.5
dairy,Tesco Finest* Creamy Stilton Apricot And Orange 175G,1280,1.14
dairy,Tesco Grated Mozzarella And Cheddar 500G,1360,0.6
dairy,Castello Crack Black Pepper Halo 125G,,0.87
dairy,Davidstowcornish Classic Lighter Cheese 345G,1310,0.87
dairy,Butlers Creamy Lancashire Cheese 400G,1536,0.75
dairy,Butlers Crumbly Lancashire Cheese 400G,1536,0.75
dairy,Butlers Tasty Lancashire Cheese 400G,1536,0.75
dairy,Iom Creameries Extra Mature Cheddar 400G,,0.9
dairy,Iom Creameries Mature Cheddar 400G,,0.87
dairy,Iom Creameries Oak Smoked Mature Cheddar,,0.94
dairy,Tesco Double Gloucester Cheese 500G,,0.77
dairy,Muller Corner Chocolate Digestive 150G,625,0.41
dairy,Muller Corner Greek Style Yoghurt Honey 150G,524,0.41
dairy,Muller Corner Greek Style Yoghurt Rhubarb 150G,477,0.41
dairy,Muller Corner Greek Yogurt Black Cherry 150G,483,0.41
dairy,Muller Corner Greek Yogurt Honey Apricot 150G,471,0.41
dairy,Muller Corner Greek Yogurt Summerfruits 150G,465,0.41
dairy,Muller Crunch Corner Banana Chocolate Flakes 150G,602,0.41
dairy,Muller Crunch Corner Strawberry Shortcakes 150G,650,0.41
dairy,Muller Crunch Corner Toffee Hoops 150G,642,0.41
dairy,Muller Crunch Corner Vanilla Chocolate Balls 150G,629,0.41
dairy,Muller Fruit Corner Blackberry And Raspberry 175G,445,0.35
dairy,Muller Fruit Corner Blueberries 175G,440,0.35
dairy,Muller Fruit Corner Cherries 175G,445,0.35
dairy,Muller Fruit Corner Mango And Passionfruit 165G,451,0.37
dairy,Muller Fruit Corner Peach Apricot 175G,454,0.35
dairy,Muller Fruit Corner Strawberry 175G,474,0.35
dairy,Nestle Smarties Splitpot Vanilla Yogurts 4X120g,641,1.66
dairy,Yoo Fruity Thing Cherry / Peach And Apricot 6X175g,0,0.28
dairy,Yoo Fruity Thing Cherry Split Pot 175G,450,0.29
dairy,Yoo Fruity Thing Kiwi & Gooseberry Split Pot 175G,455,0.29
dairy,Yoo Fruity Thing Strawberry Split Pot 175G,450,0.29
dairy,Yoo Yummy Thing Chocolate Flakes & Chip Granola 6X150g,0,0.32
dairy,Yoo Yummy Thing Chocolate Raisins And Puffed Rice 6X150g,0,0.32
dairy,Yoo Yummy Thing Chocolate Raisins Split Pot 155G,665,0.32
dairy,Yoo Yummy Thing Puffed Rice Split Pot 150G,635,0.33
dairy,Danone Activia 0% Mandarin 4X125g,218,0.32
dairy,Danone Activia 0% Raspberry Yogurt 4X125g,199,0.32
dairy,Danone Activia Apple Yogurt 4X125g,396,0.32
dairy,Danone Activia Apricot Yogurt 4X125g,402,0.32
dairy,Danone Activia Cherry 0% Fat Yogurt 4X125g,243,0.32
dairy,Danone Activia Cherry 0% Yogurt 165G,252,0.39
dairy,Danone Activia Creamy Caramel Yogurt 4X125g,426,0.44
dairy,Danone Activia Creamy Cherry Yogurt 4X120g,1717.8,0.46
dairy,Danone Activia Creamy Lemon Yogurt 4X120g,419,0.46
dairy,Danone Activia Creamy Mango Yogurt 4X125g,412,0.44
dairy,Danone Activia Creamy Peach Yogurt 4X120g,414,0.46
dairy,Danone Activia Creamy Strawberry Yogurt 4X120g,410,0.46
dairy,Danone Activia Creamy Vanilla Yogurt 4X120g,409,0.46
dairy,Danone Activia Fig Yogurt 4X125g,415,0.32
dairy,Danone Activia Forest Fruits 0% Yogurt 4X125g,230,0.32
dairy,Danone Activia Intensely Creamy Raspberry 4*125G,409,0.44
dairy,Danone Activia Mango 0% Yogurt 165G,222,0.39
dairy,Danone Activia Mango Yogurt 4X125g,413,0.32
dairy,Danone Activia Peach 0% Yogurt 165G,255,0.39
dairy,Danone Activia Peach 0.1% Fat Yogurt 4X125g,255,0.32
dairy,Danone Activia Prune Yogurt 4X125g,381,0.32
dairy,Danone Activia Raspberry 0% Yogurt 165G,206,0.39
dairy,Danone Activia Raspberry Yogurt 4X125g,357,0.32
dairy,Danone Activia Rhubarb Yogurt 4X125g,400,0.32
dairy,Danone Activia Strawberry 0% Yogurt 165G,225,0.39
dairy,Danone Activia Strawberry Yogurt 4X125g,390,0.32
dairy,Danone Activia Vanilla 0% Yogurt 165G,226,0.39
dairy,Danone Activia Vanilla Fat Free Yogurt 4X125g,220,0.4
dairy,Yoo Tasty Thing Prune Layered 4X125g,355,0.28
dairy,Yoo Tasty Thing Strawberry & Raspberry No Bits 4X125g,0,0.28
dairy,Yoo Tasty Thing Strawberry And Cherry Yog4x125g,0,0.28
dairy,Yoo Tasty Thing Strawberry Layered 4X125g,385,0.28
dairy,Alpro Natural Yofu 500G,,0.28
dairy,Alpro Raspberry Vanilla Yofu 4X125g,,0.35
dairy,Alpro Strawberry And Fof Soya Yofu 4X125g,,0.35
dairy,Alpro Vanilla Yofu 500G,,0.28
dairy,Muller Light Banana And Custard Yogurt 190G,230,0.32
dairy,Muller Light Cherry Yogurt 190G,206,0.32
dairy,Muller Light Limited Edition Yogurt 175G,213,0.35
dairy,Muller Light Mandarin Yogurt 190G,230,0.32
dairy,Muller Light Orange And Dark Chocolate Yogurt 165G,218,0.37
dairy,Muller Light Raspberry Cranberry Yogurt 190G,218,0.32
dairy,Muller Light Rhubarb Yogurt 190G,220,0.32
dairy,Muller Light Strawberry Yogurt 190G,218,0.32
dairy,Muller Light Toffee Yogurt 190G,217,0.32
dairy,Muller Light Vanilla And Chocolate Yogurt 165G,220,0.37
dairy,Muller Light Vanilla Yogurt 190G,212,0.32
dairy,Tesco Low Fat Berry Medley Yogurt 6X125g,385,0.15
dairy,Tesco Low Fat Black Cherry Yogurt 150G,385,0.26
dairy,Tesco Low Fat Garden Fruits Yogurt 6X125g,390,0.15
dairy,Tesco Low Fat Hazelnut Yogurt 150G,450,0.26
dairy,Tesco Low Fat Mango And Passion Fuit Yoghurt 150G,405,0.26
dairy,Tesco Low Fat Raspberry Yoghurt 150G,385,0.26
dairy,Tesco Low Fat Strawberry Yogurt 150G,385,0.26
dairy,Tesco Low Fat Sunshine Fruits Yogurt 6X125g,395,0.15
dairy,Tesco Low Fat Sweet Treat Yogurt 6X125g,445,0.15
dairy,Tesco Low Fat Toffee Yogurt 150G,470,0.26
dairy,Tesco Value Low Fat Yogurt 4X125g,320,0.06
dairy,Tesco Value Low Fat Yogurt Strawberry 125G,330,0.12
dairy,Weight Watchers Berry Cherry Fromage Frais 4X100g,,0.32
dairy,Weight Watchers Vanilla And Fruit Fromage Frais 4X100g,,0.32
dairy,Yoo Light Thing Cherry And Peach And Apricot Yoghurt 6X180g,0,0.27
dairy,Yoo Light Thing Cherry Yogurt 180G,310,0.28
dairy,Yoo Light Thing Rhubarb And Raspberry 6X180g,0,0.27
dairy,Yoo Light Thing Strawberry Yogurt 180G,310,0.28
dairy,Yoo Light Thing Toffee 180G,350,0.28
dairy,Yoo Light Thing Vanilla And Toffee 6X180,0,0.27
dairy,Yoo Light Thing Vanilla Yogurt 180G,320,0.28
dairy,Ann Forshaw's Farmhouse Yoghurt Damson And Plum 150G,583,0.25
dairy,Ann Forshaw's Farmhouse Yoghurt Redcurrant And Strawberry 150G,544,0.25
dairy,Disney Double Bubble 4X70g,525,0.36
dairy,Disney Fromage Frais 6X50g,460,0.3
dairy,Disney Probiotic Strawberry Drink 4X100g,285,0.25
dairy,Frubes 9X40g,444,0.56
dairy,Frubes Limited Edition 9X40g,,0.56
dairy,Frubes Pouch Strawberry And Apricot6x80g,403,0.42
dairy,Frubes Pouches 6X80g,401,0.42
dairy,Muller Fruit Corner Snacksize 8X95g,480,0.43
dairy,Muller Little Stars Fromage Frais 6X50g,450,0.24
dairy,Muller Little Stars Jelly 6X75g,209,0.16
dairy,Muller Little Stars Smooth Yogurt 6X85g,407,0.14
dairy,Munch Bunch Strawberry And Banana Double Up 4X90g,462,0.39
dairy,Munch Bunch Wholemilk Strawberry 4X100g,,0.35
dairy,Petits Filous Fromage Frais 18X50g,,0.28
dairy,Petits Filous Fromage Frais Big Pots 4X100g,,0.38
dairy,Petits Filous Fromage Frais Strawberry Raspberry 6X50g,,0.5
dairy,Petits Filous Layered Fromage Frais 6X55g,,0.46
dairy,Petits Filous Little Desserts 6X55g,,0.46
dairy,Petits Filous Natural Fromage Frais 6X50g,,0.5
dairy,Petits Filous Strawberry &R/Berry Yogurt 4X100g,,0.38
dairy,Petits Filous Strawberry And Apricot 6X50g,,0.5
dairy,Petits Filous Strawberry Fromage Frais 6X50g,,0.5
dairy,Plum Baby Organic Fromage Frais 6X55g,405,0.53
dairy,Plum Baby Organic Yogurt 6X55g,342,0.53
dairy,Tesco Value Fromage Frais 6X60g,365,0.12
dairy,Wildlife Choobs 6X40g,444,0.42
dairy,Wildlife Fromage Frais 18X45g,380,0.24
dairy,Wildlife Fromage Frais 6X45g,380,0.37
dairy,Wildlife Fromage Frais Big Pots 4X90g,382,0.19
dairy,Wildlife Jungle Beans Strawberry Yogurt 120G,539,0.54
dairy,Wildlife Limited Edition Choobs 6X40g,444,0.42
dairy,Activia Pouring Natural Yogurt 1X950g,216,0.21
dairy,Activia Pouring Strawberry Yogurt 1X950g,250,0.21
dairy,Activia Pouring Vanilla Yogurt 1X950g,263,0.21
dairy,Muller Light Big Pot Strawberry 450G,218,0.26
dairy,Muller Light Big Pot Vanilla 450G,212,0.26
dairy,Rachel's Organic Apple And Elderflower Yogurt 450G,383,0.35
dairy,Rachel's Organic Coconut Greek Yoghurt 450G,652,0.42
dairy,Rachel's Organic Greek Style Yoghurt With Ginger 450G,553,0.42
dairy,Rachel's Organic Honey Greek Yoghurt 450G,573,0.42
dairy,Rachel's Organic Low Fat Rhubarb Yogurt 450G,350,0.35
dairy,Rachel's Organic Low Fat Vanilla Yogurt 450G,355,0.35
dairy,Rachels Organic Gooseberry Yogurt 450G,421,0.35
dairy,Tesco Organic Greek Yogurt 500G,535,0.28
dairy,Tesco Organic Low Fat Natural Yogurt 500G,260,0.24
dairy,Twekkelo Apple & Cinnamon Yogurt 500G,481,0.31
dairy,Yeo Valley Organic Fat Free Natual Yogurt 150G,254,0.33
dairy,Yeo Valley Organic Greek Yoghurt With Coconut 4X100g,631,1.32
dairy,Yeo Valley Organic Greek Yoghurt With Honey 4*100G,636,0.39
dairy,Yeo Valley Organic Natural Yogurt 150G,348,0.25
